Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE,Absolute score
GSM4769929,0.0025741540529235,0.029958242237592,0.0177002106524,0.23442770378993,0,0,0,0.022430228046042,0.025350056032333,0,0.0030741636999774,0.053539115868512,0.06357905193589,0.061700825270411,0,0,0,0.017914264232038,0.003930906788709,0,0,0,0.46382107739324,0.015998505184826768,1.1330149623236931,0.6878222540985114
GSM4769930,0.0031153436034652,0.017577930210733,0.010255026758427,0.16538527317179,0,0,0,0.031482165955913,0.044939407487707,0,0,0.052680284296157,0.072189087281879,0.05778562666866,0,0,0,0.018423210812117,0.027231526749381,0,0,0,0.49893511700377,0.003945348415949913,1.1169940669579008,0.6818983951211326
GSM4769931,0.03213770043559,0.0036020823677378,0,0.12094930248396,0,0,0,0.090421575266873,0,0,0.013908913627829,0.029346535072746,0.049420979629348,0.075969855051497,0,0,0,0.026601160494016,0.079578095615823,0,0.011077335483797,0,0.46698646447078,0.01587537601509718,1.0866652942140624,0.6814096444348956
GSM4769932,0.01846073118649,0,0.14553263804119,0.22850010705988,0,0,0,0.010283560431758,0.057265456132407,0,0,0.06721477354517,0.10844620268162,0.041406881345847,0,0,0,0.017142385081618,0.0084580911257269,0,0,0,0.29728917336829,0.0644138581114301,1.0725967671452117,0.6736625599948649
GSM4769933,0.051711034016076,0,0.15373922699517,0.23387668124727,0,0.022584674612191,0,0,0.046197696450234,0,0.0022146618701568,0.065513790752757,0.1104400869588,0.06134208849749,0,0,0,0,0.0050807889924738,0,0,0,0.24729926960738,0.07494041761710274,1.0664303925380474,0.7609208991879035
GSM4769934,0.026864404316024,0,0.003426407734796,0.1022978340972,0,0.0005,0,0.069236348416434,0.005086044316422,0,0.0042298629993659,0.052979179285856,0.074351637109978,0.053249144989714,0,0,0,0.011825240440772,0.02787859352453,0,0,0,0.56812392132664,-0.0207,1.12145600375949,0.6719985538643448
GSM4769935,0.0049529832702429,0,0.043317817980944,0.14142068206066,0,0.059233914233625,0,0,0.038970131530903,0,0,0.076034832007817,0.10654889330579,0.069543933164,0,0,0,0.022603032508467,0.035189656524974,0,0,0,0.40218412341258,0.03348659115626094,1.093485006824426,0.7075375199823564
GSM4769936,0,0.060658056300605,0.0067666524207589,0.1711828119832,0,0,0,0.039220998544271,0.029686071303129,0,0,0.036037576884091,0.048576450971261,0.054377122372758,0,0,0,0.0096865991558618,0.057856718374869,0,0.0039056553788816,0,0.48204528631032,0.012660024081574977,1.1000290401633146,0.6597392469900335
GSM4769937,0,0.058765098948171,0.040923223079509,0.20956395874155,0,0,0,0,0.079023658392016,0,0,0.063476305739355,0.078534315523283,0.058039808764859,0,0,0,0,0,0,0,0,0.41167363081126,0.03277984866286241,1.1116688389677236,0.6888303955493842
GSM4769938,0.061566735639815,0,0.057202539630839,0.22398655439475,0,0,0,0.020478075394358,0.043120302621648,0,0.029776746357326,0.02967943182851,0.028216148347263,0.023579583377424,0,0,0,0.029252636051701,0.048380993136107,0,0.0050744607471243,0,0.39968579247314,0.026385807529878146,1.1042608530096965,0.787029838608083
GSM4769939,0.068815083494407,0,0.15668452213108,0.10961760174505,0,0,0,0.056064283682964,0.080366617609802,0,0,0.066076549395482,0.097041888563617,0.059830688070779,0,0,0,0.035289126797726,0,0.0078959272001252,0,0,0.26231771130896,0.07472947963015743,1.048881366479544,0.7030427768392122
GSM4769940,0,0.012986929667629,0.13632179046256,0.19945107738369,0,0.013821906344688,0,0.013915577839567,0.032225574414023,0,0.0094200832554669,0.069658889977607,0.087304089499894,0.057317542824837,0,0,0,0.011644437484338,0.027270939605747,0,0,0,0.32866116123995,0.05560319247233776,1.0742427232976328,0.6863294980531275
GSM4769941,0,0.10732557691023,0.088376976911288,0.26369179015211,0,0.18450668357595,0,0,0.056614116123536,0,0,0.05515302783109,0.12744493576251,0.04997395127623,0,0,0,0.026264097398743,0.024121524387362,0,0,0,0.01652731967096,0.22991505197234738,1.0038018360495464,0.7735764236920989
GSM4769942,0.041776856596076,0.011688799297966,0.069029501757053,0.22491298326105,0,0.10233091035191,0,0.064466279720081,0.056451425980098,0,0,0.10400782298517,0.060061394867651,0.053292449465747,0,0,0,0.012704315160343,0.055177913374783,0,0,0,0.14409934718207,0.10966177814831808,1.0719809681027652,0.7840346842739071
GSM4769943,0.044125927785939,0.085508622682121,0.010409115624683,0.14541108357238,0,0.044315455086752,0,0.043970696376054,0.010341931107161,0,0,0.094518591383015,0.013502648752143,0.090675819411583,0,0,0,0.011027949961595,0.19218110072617,0,0,0,0.21401105753041,0.08965807902066161,1.064340045890521,0.705149905316075
GSM4769944,0,0.069239788265514,0.030716955928339,0.065585869894756,0,0,0,0.025030723129128,0.054483459148376,0,0.0017282827883,0.033996969487391,0.047746929637889,0.088879274697161,0,0,0,0.062101608254053,0.046998191959651,0,0,0,0.47349194680944,0.009418893339592747,1.0733658169461873,0.7227794197555709
GSM4769945,0,0.085764505747269,0,0.076872529834813,0,0.022150307287759,0,0.010631243377851,0.078141748232642,0,0,0.088015188722237,0.0549700879488,0.05112481961181,0,0,0,0.037833531085531,0.14416505632413,0,0,0,0.35033098182716,0.046734976016032215,1.0761465984301022,0.7102518671413467
GSM4769946,0,0.15174396966933,0,0.21788485522858,0,0,0,0.038603667873279,0.11004161709876,0,0,0.10619341706058,0.04186691705168,0.051385515117585,0,0,0,0.051743748178356,0.055359466928238,0,0.0049309490344429,0,0.17024587675917,0.10040244140587966,1.0748057887882385,0.7749433237782253
GSM4769947,0,0.087654157006367,0,0.19144725665937,0,0.07743373299761,0,0.070712800792652,0.02136745997148,0,0,0.066955093169707,0.075473467854111,0.067263320520194,0,0,0,0.035536512361742,0.07693596080733,0,0,0,0.22922023785944,0.08043540677746994,1.0712714203979943,0.7666765701369478
GSM4769948,0,0.070803056112085,0.03177012899513,0.24331652289527,0,0,0,0.019808167106988,0.083528371944871,0,0,0.094311945916757,0.055161421970284,0.048301805313657,0,0,0,0.040889653386403,0.037218083259438,0,0,0,0.27489084309911,0.06332290586014559,1.0978407130751235,0.7702398211158907
GSM4769949,0,0.14285474856743,0.022548411558988,0.013903620954123,0.08067096205415,0,0,0.019852673606999,0.090130924926443,0,0,0.14967930967221,0.044572780545325,0.021471941858541,0,0,0,0.01922822389389,0.038149116074063,0,0,0,0.35693728628783,0.044678516555975746,1.112750193267423,0.7260498792973451
GSM4769950,0.023346250973241,0.047599498620179,0.011296087826721,0.12278873264918,0,0,0,0.032999685220729,0.050637933513274,0,0.026625392585192,0.028042784608253,0.032275753356128,0.049825965521692,0,0,0,0.0091592728742784,0.055869188081102,0,0,0,0.50953345417003,0.0026967536071693513,1.1014426030123345,0.6612922355295316
GSM4769951,0.029762637914957,0.045992231969963,0.1537255830514,0.14102212094633,0,0,0,0.0055504851382898,0.049247625477131,0,0,0.090640360085434,0.12048119128676,0.053496761686143,0.013865727052141,0,0,0.0064028708620785,0.028279086644193,0,0,0,0.26153331788518,0.07391958265652458,1.0538076030977443,0.7115483617832498
GSM4769952,0,0.0963031274825,0.058655750465959,0.13933313305163,0.033272100682338,0,0,0.0094824787199568,0.13945365538702,0,0,0.13365870336859,0.10322199392666,0.060415476190873,0,0,0,0.0085182909047859,0,0.011612757887678,0,0,0.206072531932,0.09109182547620373,1.0799504045256154,0.7358581222800877
GSM4769953,0.032785723062892,0.034680676083085,0,0.25382363213859,0,0,0,0.057479516351315,0.11809057741171,0,0,0.063589591435556,0.058289844003303,0.046881522095261,0,0,0,0.03142246607024,0.0055075461798782,0,0.0024934990911384,0,0.29495540607703,0.06923724704481668,1.1086730331986039,0.6549539854321059
GSM4769954,0.020205028667498,0.0019615970001919,0,0.14555182628127,0,0,0,0.068589389878339,0.051184638200561,0,0.0097693151174217,0.08081450639004,0.08657645353108,0.091332931127145,0,0,0,0.052560078830588,0.011779404460404,0,0,0,0.37967483051546,0.04254051905661415,1.1019917078351709,0.6911112499496508
GSM4769955,0,0.071258027357922,0,0.1379159316674,0,0,0,0.032813476833546,0.061445594721081,0,0,0.066946124201582,0.040683928947097,0.064560742884943,0,0,0,0.021465057635863,0.043395973678514,0,0,0,0.45951514207205,0.021039763304444924,1.1040391613213412,0.6692616978284158
GSM4769956,0.018443396283281,0.025710526644261,0.087820947860038,0.17890130422545,0,0,0,0.052543192652763,0.063271535007016,0,0,0.13961709700791,0.038653152844495,0.067046473043953,0,0,0,0.06274326849594,0.029105673885508,0,0,0,0.23614343204939,0.08406593621929138,1.0835136810137032,0.6954636031335206
GSM4769957,0,0.073706793835965,0.033213346740494,0.21352048440852,0.0091783432319612,0,0,0,0.076749328511459,0,0,0.088255906162693,0.11404373452549,0.053684578605054,0,0,0,0.022911838138997,0,0.022854863387949,0,0,0.29188078245142,0.06250947378215432,1.0913098437239581,0.7132605586800864
GSM4769958,0.028873613048946,0,0.048310927398387,0.14160684169926,0,0,0,0.0054348484457346,0.10313927573134,0,0,0.08610863292991,0.056548572071715,0.049921770004372,0,0,0,0.0062120633226036,0.0064589947026297,0.010930243422233,0,0,0.45645421722287,0.024160158066207037,1.1182246558512174,0.6477953202618512
GSM4769959,0,0.046934031926845,0.066673768761761,0.16524625874792,0,0,0,0.030516411051075,0.088427711446922,0,0.0081809041962673,0.071998082176334,0.075330388467169,0.036802164802716,0,0,0,0.007867148344996,0,0.0078755985280234,0,0,0.39414753154997,0.03664350336703556,1.1019183468480513,0.6978529577355403
GSM4769960,0,0.11386565844,0.069280860458135,0.03075475885185,0,0.062278693764702,0,0.040280239497452,0.10922044817356,0,0,0.069367609847074,0.012362474224663,0.076748108511419,0,0.0056722611982894,0,0.013167502723734,0.071072775093937,0,0,0,0.32592860921518,0.050076457792672786,1.0653481978969497,0.7486726742143838
GSM4769961,0.0071097961107017,0.026408736857518,0.067309383674756,0.19997122421952,0,0.038102016476776,0,0.035947146297312,0.14034541126503,0,0,0.10898745865062,0.080104902524501,0.042924663336794,0,0,0,0.020803906068066,0.011200633722925,0,0.012645494758966,0,0.20813922603652,0.09173133937443848,1.0845436618372737,0.7190460401387262
GSM4769962,0,0.15814391005398,0,0.14489439508752,0,0.023379894818471,0,0.031573335334875,0.099427314260397,0,0,0.096686471230704,0.058162765361478,0.024801648131664,0,0,0,0.024906435879583,0,0.010115889664096,0,0,0.32790794017723,0.055952480998228075,1.1072491060099863,0.6866282039981619
GSM4769963,0.019420376686667,0.022224278604346,0.033415656138414,0.026003597580372,0,0.070626058369583,0,0.055448919250137,0.098133482240308,0,0,0.11821036740932,0.13361369596183,0.093463814785786,0,0,0,0.019022313849656,0.054238532684366,0,0,0,0.25617890643922,0.0752153853747821,1.0673502746719412,0.7229769807007166
GSM4769964,0,0.028980795925262,0.0431644175842,0.13611666822343,0.063336819572942,0,0,0,0.056607071697669,0,0,0.071214590152075,0.091271013989682,0.048686826531605,0,0,0,0.012633276195499,0.010626217689217,0,0,0,0.43736230243842,0.023556033003396745,1.1042824873597419,0.7062522175303423
GSM4769965,0,0.028566576398788,0.037897640473151,0.16316031731778,0.014593713678891,0,0,0.0018262843981581,0.056566157916643,0,0,0.092631559762254,0.091434923421382,0.049650978072931,0,0,0,0.026925089288981,0,0.023942212994569,0,0,0.41280454627647,0.035736789213870315,1.1095634529197602,0.6529063589299458
GSM4769966,0.0054324733350562,0.025301664474618,0.0016692294693336,0.19676371123579,0,0,0,0,0.076392180678313,0,0.0012657513072417,0.053375844924427,0.093745991611991,0.055817844926438,0,0,0,0.018568991861878,0.036518763027194,0,0,0,0.43514755314772,0.024436482655779468,1.109054215092309,0.7061506582419675
GSM4769967,0.0035488526551946,0.026705456415126,0.082566446802706,0.22708722712975,0,0,0,0.05416451615268,0.028213718706066,0,0,0.14533499861072,0.13766598603588,0.068181637220021,0,0,0,0.011206473580026,0.034450534524675,0,0,0,0.18087415216715,0.1021155651523262,1.0765616160355107,0.6928920092607136
GSM4769968,0.011195135040623,0.01316559991617,0.059134022448277,0.19293810445642,0,0,0,0.010990907910721,0.089281188318731,0,0,0.079307212123871,0.066431793909898,0.071944780535442,0,0,0,0,0,0.014725621975362,0,0,0.39088563336448,0.03691694865288644,1.1094394746471254,0.7043484595468222
GSM4769969,0,0.059902134623159,0.0031773490123821,0.16678336124279,0,0,0,0.038682267301523,0.026498094504416,0,0,0.052492436594531,0.039242527133295,0.021652426878267,0,0,0,0.050807078845508,0.064570830769879,0,0,0,0.47619149309425,0.013140371420568618,1.1064704109179437,0.6720972599484583
GSM4769970,0,0.094796393119074,0.066520037658159,0.20356507017508,0,0.067467960563441,0,0,0.060860648520935,0,0,0.12692671773397,0.10638080081443,0.069018337506459,0,0,0,0,0.016924625804345,0,0,0,0.18753940810411,0.09912320012559027,1.076889530900114,0.7061506582419677
GSM4769971,0.013089051948033,0.044423592169842,0.0070827942376154,0.15681929249233,0,0,0,0.048421371869344,0.078841034366404,0,0,0.055533649080093,0.038841536699822,0.060500062343599,0,0.0074440651464889,0,0.025327034057804,0.073460727986884,0,0,0,0.39021578760174,0.04163684424222901,1.0862346298284176,0.6657036509931785
GSM4769972,0,0.034170357395117,0.053656432548644,0.13935817292136,0.032809848400204,0,0,0,0.092016846182597,0,0,0.10238187221547,0.14437612841648,0.045549137680489,0.001274302396624,0,0,0.038536317078384,0.052482041768335,0,0,0,0.2633885429963,0.07348516692441795,1.0697084896378142,0.7103547783457266
GSM4769973,0.013247109634426,0.021569469339241,0.14606798127833,0.16526986558886,0,0.022877331851319,0,0,0.10183624781916,0,0,0.073902267361902,0.088316145523782,0.052472779298391,0,0,0,0.023426112688997,0,0,0,0,0.29101468961559,0.06598467985106758,1.0667438156591857,0.6870232488693219
GSM4769974,0.035051543803205,0.027803936806574,0.070321078120873,0.051526178797328,0,0,0,0.050897422055423,0.067567949041207,0,0,0.080382947744623,0.023694237586761,0.10066158925628,0,0,0,0.027723414795392,0.094546342254295,0,0,0,0.36982335973803,0.04504293944726836,1.0642615572829615,0.6815974423122999
GSM4769975,0.0048471692196952,0.036957881390967,0.032335287554836,0.20238384248923,0,0,0,0.026676245453697,0.093239210457156,0,0,0.080142004488304,0.080600331270761,0.066758025309564,0,0,0,0.023371710062093,0,0,0,0,0.35268829230369,0.04867959905867644,1.1047137290241795,0.6754142783597731
GSM4769976,0,0.042337465764224,0.14488658096603,0.21050692372753,0.016334186245858,0,0,0.051491820642376,0.040234344801621,0,0.0097409948820983,0.047974332736293,0.043423588649309,0.039891064992122,0,0.0006,0,0.0035258991716683,0.048520798082757,0,0,0,0.30049182637453,0.06371650869066535,1.0687510257582202,0.6797402417330757
GSM4769977,0.024279048439706,0.0014936212324085,0.093882898154635,0.14383449328603,0,0,0,0.031645470677331,0.08294120977169,0,0,0.059250939763785,0.06170264308805,0.077658849703278,0,0,0,0.0008,0,0.011143229920953,0,0,0.41137198670213,0.03621572967962317,1.0851666123924293,0.6553475657194631
GSM4769978,0,0.048912438123894,0.085343063516737,0.19950906944727,0,0,0,0,0.098780857610534,0,0,0.08882245448038,0.10835680760144,0.043326769941575,0,0,0,0.0063481262164597,0,0.014952121911527,0,0,0.30564829115017,0.05434758874862107,1.090579259914596,0.7792048672651434
GSM4769979,0.010619274382161,0.023306211550396,0.074736467356258,0.12524653867772,0,0,0,0.042241991405608,0.028076558038729,0,0.0005,0.051906790053018,0.031490155216046,0.069630495247103,0,0,0,0.012388387093652,0.071709862821622,0,0,0,0.45811593257471,0.020291237194733087,1.0770023855123496,0.676592243420206
GSM4769980,0,0,0.14393937125283,0.15808683168442,0,0.007119463243174,0,0,0.059126501650616,0,0,0.1176475953062,0.14007393969431,0.058498722648529,0,0,0,0.019283890481264,0.015422105011852,0,0,0,0.2808015790268,0.07034674332911871,1.0737204480955223,0.696655521606017
GSM4769981,0.039959949400529,0,0.14711208814089,0.14452367984571,0,0.0004,0,0.016069762590027,0.012571314307763,0,0,0.078393202544204,0.050128627271568,0.046141161166037,0,0,0,0.014149979081085,0.034683368050456,0,0.0044269254977404,0,0.41145580195919,0.034862181234857875,1.0738451095149748,0.6651335350865242
GSM4769982,0,0.044069084861125,0.14112193478026,0.17923959551796,0,0,0,0,0.091235135652078,0,0,0.072620121330414,0.092021299482432,0.044180601906967,0,0,0,0.013593746020242,0.05284175106291,0,0,0,0.26907672938561,0.07283278888802378,1.056659955698526,0.703550721466619
GSM4769983,0.020075293323316,0,0.33203306047526,0.089325712094258,0,0,0,0.069621408647728,0.056061431775464,0,0.01894971762052,0.064778788389279,0.0006,0.098527213857554,0,0,0,0,0.11075041571599,0,0,0,0.13924535628038,0.12515248051178043,1.0209667550429649,0.6428830758749873
GSM4769984,0,0.016746428751313,0.13959716484723,0.085475857873604,0.02528772576858,0,0,0,0.039670189682683,0,0,0.053574845690012,0.056433653618024,0.035407049245318,0,0,0,0.013030464905806,0.0070235520709238,0,0,0,0.52775306754651,-0.0057,1.0808846766360454,0.6845415508552936
GSM4769985,0,0.11211476505079,0,0.12643069119283,0,0.17960816727141,0,0.012436426879245,0.042543067129062,0,0.010029327253254,0.073313936003973,0.060314718279685,0.014325029934161,0,0.02044865811048,0,0.0034026718943765,0,0.042953006715794,0.011318923259443,0,0.2907606110255,0.06336308940579208,1.09944109780183,0.7122625752165429
GSM4769986,0,0.0023208070189629,0.048453810515411,0.27316888744704,0,0,0,0.053606537178612,0.037146644071406,0,0.019603213555585,0.013297790075475,0.067868104584228,0.071575443349149,0.029495647846604,0.014546002470728,0,0,0.060308394203783,0,0.0059227987550193,0,0.302685918928,0.06017889344741387,1.0813666244852247,0.7026451560092312
GSM4769987,0.0064830662844162,0,0,0.13662774870894,0.018839891710867,0,0,0.020882966159186,0.05917501971927,0,0.024579759396865,0.060338739854559,0.10947746723672,0.031227818489574,0,0,0,0.036098095012298,0,0.090622944834819,0,0,0.40564648259248,0.031361416726412676,1.113465430771799,0.7208787530847849
GSM4769988,0,0.10017243236899,0.070705584928335,0.080183064255048,0,0.011139836343932,0,0,0.021341284932323,0,0,0.098536349499797,0.0067462134975872,0.030707342191977,0,0,0,0.032236903904701,0.061154551428374,0,0,0,0.48707643664894,0.0004,1.1072109582259362,0.753995150917268
GSM4769989,0.047274761776974,0,0.21912238938106,0.15751938228659,0,0.0074501917234885,0,0.0069799258374564,0.062147088576083,0,0,0.092273391428414,0.074271583805086,0.050906898020701,0,0,0,0.042054659012837,0.013565910075787,0,0,0,0.22643381807552,0.08927846357592391,1.0467441958505859,0.6627624820745439
GSM4769990,0.016489527554124,0,0.13235745868902,0.13274830595526,0,0,0,0.057526796698163,0.04164404111345,0,0,0.058705938968073,0.064223610763703,0.016132034068173,0,0,0,0.0066035530425602,0.0047730432372291,0,0,0,0.46879568991025,0.016327716369258793,1.0917353498424502,0.6708102449349274
GSM4769991,0,0.11280684676542,0.092586791241496,0.2726562058697,0,0,0,0,0.1580605281156,0,0.006204726588883,0.076592864816948,0.091744060579155,0.044128078485492,0,0,0,0.033064992347594,0.058082037063628,0,0,0,0.054072868126083,0.17646337223262296,1.025138890223855,0.7697167774678382
GSM4769992,0,0,0.21934632949105,0.25519404255722,0,0,0,0.010989717007874,0.070086573080611,0,0,0.12744502515371,0.12301929577353,0.041869322038437,0,0,0,0.015141757403372,0.0019740748896771,0,0,0,0.13493386260452,0.1212049259996155,1.0560481307015401,0.7180362699040574
GSM4769993,0,0.14096765332996,0,0.14470713959381,0,0,0,0.023346025194325,0.067130542656201,0,0.013434613404467,0.024192093250246,0.057373800267412,0.018067308274021,0,0,0,0.033229208380501,0,0.017280314853968,0,0,0.46027130079509,0.018307656870241006,1.103497020951351,0.6801263624259882
GSM4769994,0.011694426657803,0.001200624488655,0.068279007057712,0.033549284077607,0,0.072395965755098,0,0.027170073693037,0.064130911255866,0,0,0.081917496443016,0.080647069444352,0.056621468654324,0,0.018097845730739,0,0.021318341295169,0.039587559869608,0,0,0,0.42338992557701,0.03130541802048257,1.0750283608209703,0.6714112677648589
GSM4769995,0.018222900688614,0.06996409823543,0,0.11371692881594,0,0,0,0.041847859027512,0.053033302416589,0,0,0.13806047063539,0.012948052950399,0.071170251619042,0.012577526827517,0,0,0,0.090916163851904,0,0,0,0.37754244493166,0.04210570698813353,1.1191386335703257,0.7023499530155138
GSM4769996,0.029648937492209,0,0.025201679618469,0.20199470602033,0,0,0,0,0.10518687863261,0,0.01603464054272,0.051317179630471,0.081561620773079,0.053429930380994,0,0.017490841074784,0,0.029240722293186,0.009774235556171,0,0,0,0.37911862798498,0.04154015434960495,1.1011002236369867,0.6976588459506692
GSM4769997,0.027445766281743,0,0.026588675221517,0.11606638289187,0,0,0,0.023432579530621,0.072108598273862,0,0,0.068335544807848,0.03897561740524,0.070691737027574,0,0,0,0.025181010210527,0.031076100187325,0,0,0,0.50009798816187,0.007059565748728068,1.108546075896331,0.6587417538154476
GSM4769998,0.019446723326263,0.016481219582025,0.15373668918973,0.17723091259498,0,0,0,0.046041249196293,0.038002603986626,0,0,0.086616391389378,0.039757243228963,0.071863815478546,0.006107624964455,0,0,0,0.03024086289183,0,0.0068220384503672,0,0.30765262572054,0.0614247444809939,1.0700291925074328,0.6728753392717556
GSM4769999,0,0.1601399841156,0,0.15763755716111,0,0,0,0.13268452222966,0.064601390091994,0,0,0.07856844064284,0.049275986150004,0,0,0.023165366984355,0,0.096105142811623,0,0.01789257741322,0,0,0.2199290323996,0.08416063409916338,1.0790862811512278,0.7590411563452667
GSM4770000,0,0.040277813683953,0.13232205021592,0.099127120989594,0,0,0,0.029514003568439,0.02891409426674,0,0,0.054926702725385,0.022463589331609,0.076713373980578,0,0,0,0.025375391397503,0.027571528129024,0,0,0,0.46279433171125,0.015631262400493666,1.0698017694105428,0.6929898704301318
GSM4770001,0.078728229813148,0,0.14935886335529,0.20948443018979,0,0.01894200883547,0,0.0024085107025101,0.083487795840098,0,0,0.061442116899185,0.042227595526329,0.075509864181941,0.0009,0,0,0.026141908541846,0,0,0,0,0.25132775707317,0.07889893543943224,1.0634649839152814,0.697055139810417
GSM4770002,0,0,0.086462199749016,0.16639632329965,0,0.03713972388575,0,0,0.023662532254056,0,0,0.062146798034633,0.11209378310388,0.061137431733251,0,0,0,0.019560575266007,0.0035971404569307,0.004388314507266,0,0,0.42341517770956,0.03050066545473268,1.0915548085354645,0.6767888157162681
GSM4770003,0,0.052417749429015,0.062145464055582,0.28153114446026,0,0.025874847300891,0,0.031714897729051,0.010748980816096,0,0,0.1115828057878,0.15518443422334,0.056080699535443,0,0,0,0.033016043710791,0.036541714663498,0,0,0,0.14316121828823,0.11476688136832862,1.065301933338154,0.7361712299650922
GSM4770004,0.053805329811817,0.0095042686367842,0,0.19555666231715,0,0,0,0,0.048768351063774,0,0.038666878999222,0,0.028967110903568,0.056945853301554,0,0,0,0.033330778847537,0.036482800896949,0,0,0,0.49797196522165,0.0037387664531236876,1.1172851934365517,0.6855387200308185
GSM4770005,0.032865792095963,0,0.073525265515656,0.15345923392268,0,0.002169991031754,0,0.013442493292754,0.010946812904408,0,0,0.070029694498926,0.084057281001795,0.030586158417207,0,0,0,0.033496733139029,0,0.062671711773256,0,0,0.43274883240657,0.026667950480586008,1.0946452133055795,0.6842424226475533
GSM4770006,0,0.057623375221072,0.039687461286121,0.16305068437566,0,0,0,0.04488566386428,0.050920700166047,0,0.0071753114655245,0.052522546394664,0.059799894316982,0.064767209281191,0,0,0,0.02518217845191,0.011412495121366,0,0,0,0.42297248005518,0.027535930349216624,1.0953222047170619,0.6998448638858927
GSM4770007,0.052130722219407,0,0.097123069668985,0.13100122575246,0,0,0,0.050751888490613,0.066986611369698,0,0.01199438105205,0.055861122045291,0.039155074767666,0.062585769930823,0,0,0,0.043946287176619,0.035702562345759,0,0,0,0.35276128518063,0.04497871777878128,1.0689424851115141,0.7339112788274923
GSM4770008,0.016479433458398,0.039129384638912,0.10677510281651,0.16892701564851,0.0006,0,0,0.021793467194749,0.048399478818385,0,0.063496119558566,0.004239761108977,0.054620229365264,0.048044640745327,0,0,0,0.065787517402783,0,0,0,0,0.36167033651987,0.043419769171715444,1.0733603502920264,0.7342187434084633
GSM4770009,0.064384548212497,0,0.11405470403616,0.18481934915616,0,0,0,0.05471241801464,0.014819488058742,0,0,0.076204523819228,0.048141500972072,0.064636847449626,0,0,0,0.035881797129862,0.0017154534047978,0,0,0,0.34062936974622,0.0485220437103544,1.0810035222775412,0.7142888552003593
GSM4770010,0,0.0056291317762196,0.073547361961019,0.14918249831571,0,0.034046650532152,0,0,0.072127816596877,0,0,0.11204069141049,0.073550539363717,0.053863650792737,0,0,0,0.016940834967822,0.025439695167797,0,0,0,0.38363112911545,0.037463636130544896,1.1087944275503039,0.7246084576344977
GSM4770011,0,0.11483357148279,0,0.078378813388587,0,0.026759323413592,0,0.018462367871849,0.058383606454823,0,0,0.046583102086361,0.01760394918464,0.082255084458442,0,0,0,0.017527049531335,0.038542415283779,0,0,0,0.5006707168438,0.0003,1.099549535518575,0.7140816403116735
GSM4770012,0.0054744790309856,0,0.072964028924815,0.20765153321562,0,0.0022148126440421,0,0.046383005866523,0.033282497360776,0,0.0095960778541603,0.089034065005066,0.094871767356092,0.067847392693162,0,0,0,0.042374383209116,0,0.0027785258565839,0.0005,0,0.32498828554254,0.05391801740192664,1.0961424017683303,0.7144996915372398
GSM4770013,0,0,0.245097375077,0.26244805518116,0,0.021465664277676,0,0.017689868535337,0.085206663422257,0,0,0.067909684863678,0.088632795419017,0.057331625073443,0,0,0,0.012794422338564,0,0,0,0,0.14142384581187,0.1195495466663662,1.0447297249107195,0.6981584835628181
GSM4770014,0,0.056788537153131,0,0.14540139369215,0,0.059206515165745,0,0.045498954688373,0.057062815231155,0,0.047046622245377,0.035349643718748,0.058424236040386,0.092340216832627,0,0,0,0.013876762109186,0.032620801416061,0,0.0078117808949436,0,0.34857172081212,0.04321704112379087,1.0944909288257076,0.7793104724286081
GSM4770015,0.00217722782048,0.012330817262368,0.11312030713503,0.16187421607679,0,0.0096262931689127,0,0,0.10076981668368,0,0,0.10208139651933,0.15160939471829,0.063602762174431,0,0,0,0.023277788631302,0.047287029209073,0,0,0,0.21224295060032,0.08803738905764527,1.0576783970114083,0.7386047564224936
GSM4770016,0,0.065189752037946,0.063246542192525,0.11536321082649,0,0,0,0.064218012875174,0.039238048925032,0,0,0.057627484692797,0.05751317904297,0.04977176573816,0,0.0038642428993288,0,0.019851096926232,0.040745445049758,0,0,0,0.42337121879358,0.027337238217918676,1.0760788100430076,0.7041505578324782
GSM4770017,0.024101742008159,0.0089362687891783,0.023239524818046,0.10988303206481,0,0.042513095027261,0,0.04474299802086,0.053909617630826,0,0,0.043542584194378,0.073208270168711,0.075376362166114,0,0,0,0.069396262734792,0,0.010665105581107,0,0,0.42048513679576,0.02975186984071039,1.0868549156452423,0.6877244673677471
GSM4770018,0,0.05084025319696,0.019578581770005,0.13788033090192,0,0,0,0.034308319859894,0.014166794012594,0,0.049780018566815,0.023844272624256,0.12132564310151,0.043714001591109,0,0,0,0.029164072156773,0,0.017825223512445,0,0,0.45757248870572,0.010279791768803588,1.1018413768165016,0.7551291505129741
GSM4770019,0,0.088592959905354,0.14717312536528,0.11128783040248,0,0,0,0.055439498813326,0.020168136149757,0,0,0.087251470283288,0.07285276749307,0.040030959241946,0,0,0,0.023486187699304,0.15809778655486,0,0,0,0.19561927809134,0.09644865977927428,1.0366755244136279,0.7031469740020082
